Year,Neighbourhood,Total,Bachelor,1 Bedroom,2 Bedroom,3 Bedroom +,Whole_Toronto_AV
2012,Flemingdon Park,1036,**,899,"1,079","1,350",1108
2012,Forest Hill North,1205,807,"1,040","1,339","1,769",1108
2012,Forest Hill South,1204,816,"1,077","1,408",**,1108
2012,Georgina,846,**,726,856,**,1108
2012,Guildwood,1127,**,994,"1,144","1,409",1108
2012,Henry Farm,1120,**,994,"1,115","1,357",1108
2012,High Park North/Junction,1300,945,"1,203","1,560","1,929",1108
2012,High Park-Swansea,1040,715,979,"1,259",**,1108
2012,Humber Heights-Westmount,**,**,**,**,**,1108
2012,Humewood-Cedarvale,1141,759,"1,012","1,417","2,326",1108
2012,Ionview,932,745,860,999,"1,199",1108
2012,Islington/City Centre North,1134,882,"1,012","1,186","1,370",1108
2012,Islington/City Centre South,1087,754,**,"1,159",**,1108
2012,Keelesdale-Eglinton West,835,684,777,906,**,1108
2012,Kennedy Park,906,642,828,949,"1,095",1108
2012,Kensington-Chinatown,1271,961,"1,181","1,637",**,1108
2012,Kingsview Village-The Westway,1105,749,972,"1,110","1,346",1108
2012,Kingsway South,**,**,**,**,**,1108
2012,Lambton Baby Point,919,701,918,946,**,1108
2012,L'Amoreaux/Steeles/Milliken,1062,**,950,"1,106","1,241",1108
2012,Lansing-Westgate,1221,**,"1,116","1,279","1,427",1108
2012,Lawrence Park North,1150,802,"1,026","1,430",**,1108
2012,Lawrence Park South,1185,860,"1,122","1,487",**,1108
2012,Leaside-Bennington,1118,792,997,"1,335","1,642",1108
2012,Little Italy/Trinity-Bellwoods,**,714,971,**,**,1108
2012,Long Branch,831,620,779,910,**,1108
2012,Malton,1049,**,863,"1,081","1,117",1108
2012,Maple Leaf,910,682,832,945,"1,148",1108
2012,Markham,1097,716,986,"1,149","1,518",1108
2012,Meadowvale,1258,**,"1,138","1,281","1,414",1108
2012,Milton/Halton Hills,1019,703,920,"1,073","1,326",1108
2012,Mimico,920,717,869,"1,052","1,421",1108
2012,Mississauga Centre/Streetsville,1160,766,"1,025","1,166","1,395",1108
2012,Moore Park,1425,851,"1,340","1,915",**,1108
2012,Morningside,951,**,865,978,"1,137",1108
2012,Moss Park/Regent Park,971,704,916,"1,353",**,1108
2012,Mount Dennis,946,719,872,968,"1,187",1108
2012,Mount Olive-Silverstone-Jamestown/Thistletown,1054,**,932,"1,018","1,176",1108
2012,Mount Pleasant East,1100,821,"1,043","1,261","1,626",1108
2012,Mount Pleasant West,1195,913,"1,149","1,507","2,024",1108
2012,New Toronto,854,**,790,969,**,1108
2012,North St. James Town,1023,846,971,"1,195","1,456",1108
2012,Oakridge,959,777,911,"1,114",**,1108
2012,Oakville (excl. Bronte),1205,861,"1,070","1,244","1,400",1108
2012,Oakwood-Vaughan,888,667,843,"1,086",**,1108
2012,O'Connor-Parkview,945,696,836,"1,023","1,264",1108
2012,Old East York,928,723,903,"1,047",**,1108
2012,Orangeville/Mono,920,769,855,977,"1,042",1108
2012,Parkwoods-Donalda,1153,775,950,"1,145","1,388",1108
2012,Playter Estates-Danforth,1063,789,"1,027","1,396",**,1108
2012,Port Credit,1010,761,919,"1,067","1,334",1108
2012,Princess-Rosethorn,**,**,**,**,**,1108
2012,Rexdale-Kipling,935,626,815,943,"1,040",1108
2012,Richmond Hill/Vaughan/King,1145,827,"1,019","1,236","1,453",1108
2012,Riverdale,1006,796,999,"1,076",**,1108
2012,Rockcliffe-Smythe,914,670,836,992,"1,149",1108
2012,Roncesvalles,972,744,937,"1,319",**,1108
2012,Rosedale,**,**,"1,320","1,657",**,1108
2012,Rouge,1057,**,**,"1,074","1,175",1108
2012,Rustic/Pelmo Park/Humberlea,1001,**,888,"1,029","1,295",1108
2012,Scarborough Village,960,**,853,958,"1,121",1108
2012,South Parkdale/King West,877,688,895,"1,090",**,1108
2012,St. Andrew-Windfields,1219,760,"1,017","1,213","1,534",1108
2012,Stonegate-Queensway,956,720,860,"1,013",**,1108
2012,Tam O'Shanter-Sullivan,1048,817,946,"1,082","1,268",1108
2012,The Beaches,1035,752,955,"1,259",**,1108
2012,Thorncliffe Park,1171,817,998,"1,241","1,655",1108
2012,University/Annex,1426,991,"1,303","1,859","2,966",1108
2012,Uxbridge,1090,**,952,"1,179",**,1108
2012,Victoria Village,975,705,894,"1,057","1,198",1108
2012,Waterfront Communities -The Island,1740,**,"1,480","2,174",**,1108
2012,West Hill,967,**,859,970,"1,075",1108
2012,West Humber-Clairville,1049,761,880,"1,007","1,305",1108
2012,Westminster-Branson,1172,776,"1,002","1,196","1,368",1108
2012,Weston,951,718,877,"1,080","1,233",1108
2012,Wexford-Maryvale,925,754,859,991,"1,118",1108
2012,Whitchurch/Stouffville,997,**,959,"1,025",**,1108
2012,Willowdale East/Newtonbrook East,1460,**,"1,251","1,583","2,066",1108
2012,Willowdale West/Newtonbrook West,1169,**,"1,051","1,246","1,425",1108
2012,Willowridge-Martingrove-Richview,1358,**,"1,047","1,387","1,609",1108
2012,Woburn,979,746,886,995,"1,120",1108
2012,Woodbine Corridor/Greenwood-Coxwell,811,678,842,966,**,1108
2012,Woodbine-Lumsden,978,779,916,"1,081",**,1108
2012,Wychwood,**,668,"1,016",**,**,1108
2012,Yonge-Eglinton,1208,903,"1,158","1,577",**,1108
2012,Yonge-St. Clair,1293,931,"1,196","1,551",**,1108
2012,Yorkdale-Glen Park,1034,**,959,"1,109","1,166",1108
2012,Toronto,1108,837,"1,007","1,183","1,411",1108
2011,Agincourt/Malvern,1107,**,940,"1,100","1,318",1073
2011,Ajax/Pickering,1096,**,914,"1,035","1,155",1073
2011,Alderwood,1084,**,914,"1,105",**,1073
2011,Aurora,1078,**,930,"1,094",**,1073
2011,Banbury-Don Mills/York Mills,977,801,903,"1,050","1,324",1073
2011,Bathurst Manor,1081,644,966,"1,098","1,266",1073
2011,Bay Street Corridor,1876,"1,203","1,624","2,271","4,546",1073
2011,Bayview Village,1381,**,"1,147","1,380",**,1073
2011,Bayview Woods-Steeles/Hillcrest Village,**,**,**,**,**,1073
2011,Bedford Park-Nortown,950,772,868,"1,109","1,318",1073
2011,Beechborough-Greenbrook,882,651,775,973,**,1073
2011,Bendale East,933,708,836,**,"1,175",1073
2011,Bendale West,963,**,850,953,"1,053",1073
2011,Birchcliffe-Cliffside,979,779,912,"1,101",**,1073
2011,Black Creek,973,709,842,973,"1,169",1073
2011,Bradford/West Gwillimbury/New Tecumseth,929,673,838,977,"1,102",1073
2011,Brampton (East),1124,833,"1,019","1,144","1,266",1073
2011,Brampton (West),1008,703,915,"1,050","1,183",1073
2011,Briar Hill-Belgravia,1037,673,921,"1,144","1,362",1073
2011,Broadview North,940,756,886,"1,123",**,1073
2011,Bronte,1158,**,"1,065","1,220",**,1073
2011,Brookhaven-Amesbury,936,677,822,973,"1,209",1073
2011,Cabbagetown-South St. James Town,1065,698,"1,019","1,552",**,1073
2011,Caledon,**,**,**,**,**,1073
2011,Caledonia-Fairbank,822,681,776,957,**,1073
2011,Casa Loma,1492,857,"1,159","1,697","2,554",1073
2011,Churchill Meadows/Erin Mills,1141,768,912,"1,061","1,400",1073
2011,Church-Yonge Corridor,1150,893,"1,154","1,534",**,1073
2011,Clairlea-Birchmount,920,675,849,957,"1,138",1073
2011,Clanton Park,892,662,840,"1,027",**,1073
2011,Clarkson/Lorne Park,1075,806,972,"1,114","1,305",1073
2011,Cliffcrest East,**,**,**,**,**,1073
2011,Cliffcrest West,983,757,906,"1,008","1,225",1073
2011,Cooksville,1047,723,947,"1,119","1,251",1073
2011,Crescent Town,935,716,855,"1,058","1,298",1073
2011,Danforth Village-East York,891,686,827,"1,013",**,1073
2011,Don Valley Village/Pleasant View,1106,785,943,"1,093","1,304",1073
2011,Dorset Park,979,**,868,994,"1,101",1073
2011,Dovercourt/Davenport/Junction,865,575,830,"1,066",**,1073
2011,Downsview,920,659,813,963,"1,153",1073
2011,Dufferin Grove/Little Portugal,977,653,979,"1,462",**,1073
2011,East End-Danforth,967,751,884,"1,138",**,1073
2011,East Gwillimbury/Newmarket,968,677,938,"1,019","1,199",1073
2011,Edenbridge-Humber Valley,1073,**,885,"1,089","1,562",1073
2011,Eglinton East (East),**,**,**,**,**,1073
2011,Eglinton East (West),968,759,847,985,"1,131",1073
2011,Elms-Old Rexdale,1148,**,"1,005","1,090","1,302",1073
2011,Englemount-Lawrence,1075,722,899,"1,110","1,428",1073
2011,Eringate-Centennial-West Deane,1021,**,**,"1,047","1,181",1073
2011,Etobicoke West Mall,1117,**,955,"1,110","1,323",1073
2011,Flemingdon Park,1040,**,909,"1,055","1,265",1073
2011,Forest Hill North,1140,800,"1,015","1,240","1,749",1073
2011,Forest Hill South,1218,788,"1,041","1,448","1,827",1073
2011,Georgina,792,**,733,783,879,1073
2011,Guildwood,1033,**,919,"1,053","1,251",1073
2011,Henry Farm,1138,**,997,"1,139","1,313",1073
2011,High Park North/Junction,1151,861,"1,093","1,487","1,963",1073
2011,High Park-Swansea,1008,658,977,"1,099",**,1073
2011,Humber Heights-Westmount,1124,**,**,"1,177",**,1073
2011,Humewood-Cedarvale,1100,780,988,"1,357",**,1073
2011,Ionview,927,716,850,982,"1,190",1073
2011,Islington/City Centre North,1381,**,"1,340","1,452","1,280",1073
2011,Islington/City Centre South,1050,739,**,"1,103",**,1073
2011,Keelesdale-Eglinton West,965,851,943,974,**,1073
2011,Kennedy Park,896,**,817,936,"1,098",1073
2011,Kensington-Chinatown,1078,912,"1,033","1,293",**,1073
2011,Kingsview Village-The Westway,1189,854,"1,026","1,199","1,398",1073
2011,Kingsway South,1119,**,947,"1,184",**,1073
2011,Lambton Baby Point,893,857,871,956,**,1073
2011,L'Amoreaux/Steeles/Milliken,1034,**,937,"1,078","1,213",1073
2011,Lansing-Westgate,1237,**,"1,124","1,294","1,395",1073
2011,Lawrence Park North,1049,828,"1,016","1,152",**,1073
2011,Lawrence Park South,1124,838,"1,039","1,249",**,1073
2011,Leaside-Bennington,1086,800,975,"1,302","1,781",1073
2011,Little Italy/Trinity-Bellwoods,1147,721,"1,025","1,436",**,1073
2011,Long Branch,849,614,795,937,**,1073
2011,Malton,1004,**,834,"1,026","1,077",1073
2011,Maple Leaf,913,706,830,954,**,1073
2011,Markham,1078,**,985,"1,124","1,416",1073
2011,Meadowvale,1234,**,"1,123","1,243","1,414",1073
2011,Milton/Halton Hills,1004,699,909,"1,050","1,285",1073
2011,Mimico,895,705,840,"1,011","1,399",1073
2011,Mississauga Centre/Streetsville,1135,734,"1,009","1,133","1,371",1073
2011,Moore Park,1363,926,"1,268","1,756",**,1073
2011,Morningside,937,**,861,958,"1,114",1073
2011,Moss Park/Regent Park,906,660,933,"1,165",**,1073
2011,Mount Dennis,960,**,867,"1,006",**,1073
2011,Mount Olive-Silverstone-Jamestown/Thistletown,1056,**,984,"1,018","1,111",1073
2011,Mount Pleasant East,1067,788,"1,040","1,233","1,574",1073
2011,Mount Pleasant West,1166,879,"1,120","1,471","2,114",1073
2011,New Toronto,900,728,798,998,**,1073
2011,North St. James Town,975,807,920,"1,185",**,1073
2011,Oakridge,943,758,892,"1,105",**,1073
2011,Oakville (excl. Bronte),1128,776,983,"1,169","1,344",1073
2011,Oakwood-Vaughan,832,665,830,963,**,1073
2011,O'Connor-Parkview,958,706,844,"1,008","1,369",1073
2011,Old East York,955,710,896,"1,090",**,1073
2011,Orangeville/Mono,911,736,861,955,"1,014",1073
2011,Parkwoods-Donalda,1097,753,920,"1,076","1,324",1073
2011,Playter Estates-Danforth,1065,790,"1,026","1,321",**,1073
2011,Port Credit,982,723,896,"1,045","1,320",1073
2011,Princess-Rosethorn,1258,**,**,"1,236",**,1073
2011,Rexdale-Kipling,1006,955,870,"1,051","1,080",1073
2011,Richmond Hill/Vaughan/King,1132,842,"1,014","1,208","1,476",1073
2011,Riverdale,893,753,790,"1,017",**,1073
2011,Rockcliffe-Smythe,913,702,842,988,"1,176",1073
2011,Roncesvalles,928,**,843,"1,218",**,1073
2011,Rosedale,**,**,"1,249","1,693",**,1073
2011,Rouge,1013,**,**,"1,021","1,136",1073
2011,Rustic/Pelmo Park/Humberlea,897,**,817,926,"1,171",1073
2011,Scarborough Village,940,**,835,948,"1,067",1073
2011,Seaton Village,**,**,**,**,**,1073
2011,South Parkdale/King West,861,680,874,"1,076",**,1073
2011,St. Andrew-Windfields,1238,705,"1,030","1,203","1,568",1073
2011,Stonegate-Queensway,929,740,860,996,**,1073
2011,Tam O'Shanter-Sullivan,1029,798,927,"1,060","1,257",1073
2011,The Beaches,1053,723,956,"1,241",**,1073
2011,Thorncliffe Park,1117,806,959,"1,184","1,561",1073
2011,University/Annex,1366,"1,037","1,307","1,765","2,711",1073
2011,Uxbridge,**,**,**,**,**,1073
2011,Victoria Village,979,727,888,"1,067","1,309",1073
2011,Waterfront Communities-The Island,1496,**,"1,401","1,666",**,1073
2011,West Hill,946,**,838,948,"1,055",1073
2011,West Humber-Clairville,1099,**,**,"1,111",**,1073
2011,Westminster-Branson,1142,750,959,"1,172","1,340",1073
2011,Weston,941,700,855,"1,047","1,301",1073
2011,Wexford-Maryvale,897,699,833,960,"1,163",1073
2011,Whitchurch/Stouffville,970,**,929,"1,001",**,1073
2011,Willowdale East/Newtonbrook East,1439,"1,056","1,209","1,567","2,131",1073
2011,Willowdale West/Newtonbrook West,1109,**,981,"1,186","1,336",1073
2011,Willowridge-Martingrove-Richview,1361,**,"1,048","1,375","1,572",1073
2011,Woburn,965,699,871,985,"1,095",1073
2011,Woodbine Corridor/Greenwood-Coxwell,823,764,781,**,**,1073
2011,Woodbine-Lumsden,903,753,905,**,**,1073
2011,Wychwood,928,696,903,**,**,1073
2011,Yonge-Eglinton,1165,900,"1,112","1,519",**,1073
2011,Yonge-St.Clair,1267,871,"1,103","1,523","2,143",1073
2011,Yorkdale-Glen Park,1001,**,923,"1,066","1,109",1073
2011,Toronto,1073,819,977,"1,148","1,356",1073
2010,Agincourt/Malvern,1126,**,877,980,"1,364",1048
2010,Ajax/Pickering,1040,**,801,991,"1,138",1048
2010,Alderwood,**,**,**,**,**,1048
2010,Aurora,1119,**,912,"1,083","1,291",1048
2010,Banbury-Don Mills/York Mills,946,699,896,"1,012","1,140",1048
2010,Bathurst Manor,1094,778,961,"1,117","1,282",1048
2010,Bay Street Corridor,1791,"1,211","1,551","2,166","4,009",1048
2010,Bayview Village,1328,**,"1,109","1,347",**,1048
2010,Bayview Woods-Steeles/Hillcrest Village,**,**,**,**,**,1048
2010,Bedford Park-Nortown,988,765,935,"1,118","1,259",1048
2010,Beechborough-Greenbrook,870,697,793,933,**,1048
2010,Bendale East,896,676,**,**,**,1048
2010,Bendale West,1005,**,901,984,"1,101",1048
2010,Birchcliffe-Cliffside,928,724,865,"1,009",**,1048
2010,Black Creek,960,**,822,952,"1,123",1048
2010,Bradford/West Gwillimbury/New Tecumseth,890,676,821,944,975,1048
2010,Brampton (East),1109,801,"1,002","1,131","1,260",1048
2010,Brampton (West),1006,688,900,"1,046","1,209",1048
2010,Briar Hill-Belgravia,1020,691,911,"1,091","1,261",1048
2010,Broadview North,929,736,888,"1,098",**,1048
2010,Bronte,1164,**,"1,075","1,199",**,1048
2010,Brookhaven-Amesbury,913,676,814,952,"1,183",1048
2010,Cabbagetown-South St. James Town,1071,734,"1,020","1,524",**,1048
2010,Caledon,**,**,**,**,**,1048
2010,Caledonia-Fairbank,857,647,809,949,**,1048
2010,Casa Loma,1448,834,"1,133","1,807","2,800",1048
2010,Churchill Meadows/Erin Mills,1120,693,870,"1,013","1,394",1048
2010,Church-Yonge Corridor,1113,887,"1,102","1,486",**,1048
2010,Clairlea-Birchmount,913,703,840,953,"1,117",1048
2010,Clanton Park,949,777,893,"1,020","1,156",1048
2010,Clarkson/Lorne Park,1030,782,925,"1,067","1,194",1048
2010,Cliffcrest East,**,**,**,**,**,1048
2010,Cliffcrest West,981,**,902,"1,004","1,212",1048
2010,Cooksville,1008,696,913,"1,082","1,152",1048
2010,Crescent Town,941,712,859,"1,070","1,278",1048
2010,Danforth Village-East York,874,646,820,"1,002",**,1048
2010,Don Valley Village/Pleasant View,1091,714,927,"1,083","1,297",1048
2010,Dorset Park,952,714,849,971,"1,135",1048
2010,Dovercourt/Davenport/Junction,**,**,756,"1,028",**,1048
2010,Downsview,902,644,808,953,"1,109",1048
2010,Dufferin Grove/Little Portugal,826,691,**,936,**,1048
2010,East End-Danforth,989,753,913,"1,125",**,1048
2010,East Gwillimbury/Newmarket,915,635,874,973,"1,202",1048
2010,Edenbridge-Humber Valley,989,**,875,"1,013",**,1048
2010,Eglinton East (East),**,**,**,**,"1,259",1048
2010,Eglinton East (West),956,825,823,971,"1,085",1048
2010,Elms-Old Rexdale,1105,**,892,"1,092","1,249",1048
2010,Englemount-Lawrence,1048,710,885,"1,130","1,373",1048
2010,Eringate-Centennial-West Deane,1127,**,**,"1,057","1,351",1048
2010,Etobicoke West Mall,1018,**,901,"1,017","1,121",1048
2010,Flemingdon Park,1006,**,884,"1,054","1,389",1048
2010,Forest Hill North,1177,777,"1,005","1,296","1,717",1048
2010,Forest Hill South,1229,768,"1,048","1,434","1,615",1048
2010,Georgina,812,**,731,846,**,1048
2010,Guildwood,1071,**,"1,006","1,051","1,308",1048
2010,Henry Farm,1107,**,958,"1,105","1,277",1048
2010,High Park North/Junction,1246,867,"1,134","1,494","1,850",1048
2010,High Park-Swansea,1039,682,889,"1,303",**,1048
2010,Humber Heights-Westmount,959,**,884,979,**,1048
2010,Humewood-Cedarvale,1095,704,961,"1,400","2,575",1048
2010,Ionview,896,736,832,950,"1,117",1048
2010,Islington/City Centre North,1085,882,960,"1,135","1,291",1048
2010,Islington/City Centre South,1055,763,934,"1,097","1,163",1048
2010,Keelesdale-Eglinton West,801,671,783,857,**,1048
2010,Kennedy Park,891,676,819,930,"1,111",1048
2010,Kensington-Chinatown,1313,940,"1,077","1,372",**,1048
2010,Kingsview Village-The Westway,1095,725,984,"1,083","1,324",1048
2010,Kingsway South,**,**,**,**,**,1048
2010,Lambton Baby Point,913,640,877,947,**,1048
2010,L'Amoreaux/Steeles/Milliken,1027,**,926,"1,078","1,212",1048
2010,Lansing-Westgate,1179,**,"1,080","1,263","1,333",1048
2010,Lawrence Park North,1132,813,"1,020","1,383",**,1048
2010,Lawrence Park South,1149,823,"1,067","1,515",**,1048
2010,Leaside-Bennington,1077,740,970,"1,281","1,716",1048
2010,Little Italy/Trinity-Bellwoods,1096,698,965,"1,252",**,1048
2010,Long Branch,831,672,767,867,**,1048
2010,Malton,960,**,797,"1,036","1,063",1048
2010,Maple Leaf,886,644,803,921,"1,171",1048
2010,Markham,1026,701,934,"1,059","1,305",1048
2010,Meadowvale,1194,**,"1,078","1,228","1,341",1048
2010,Milton/Halton Hills,981,671,892,"1,033","1,246",1048
2010,Mimico,830,673,802,940,"1,311",1048
2010,Mississauga Centre/Streetsville,1104,736,985,"1,106","1,319",1048
2010,Moore Park,1399,912,"1,280","1,838",**,1048
2010,Morningside,880,**,803,900,"1,079",1048
2010,Moss Park/Regent Park,847,645,844,998,**,1048
2010,Mount Dennis,920,700,840,973,**,1048
2010,Mount Olive-Silverstone-Jamestown/Thistletown,996,**,908,976,"1,061",1048
2010,Mount Pleasant East,1051,773,993,"1,297",**,1048
2010,Mount Pleasant West,1133,854,"1,082","1,404","1,962",1048
2010,New Toronto,848,648,794,967,**,1048
2010,North St. James Town,939,774,889,"1,127",**,1048
2010,Oakridge,937,758,887,"1,096",**,1048
2010,Oakville (excl. Bronte),1095,790,964,"1,137","1,294",1048
2010,Oakwood-Vaughan,841,638,810,997,**,1048
2010,O'Connor-Parkview,896,672,799,954,"1,186",1048
2010,Old East York,895,685,865,"1,062",**,1048
2010,Orangeville/Mono,921,768,837,968,"1,040",1048
2010,Parkwoods-Donalda,1085,769,914,"1,063","1,329",1048
2010,Playter Estates-Danforth,979,733,968,"1,276",**,1048
2010,Port Credit,945,707,883,993,"1,256",1048
2010,Princess-Rosethorn,1175,**,**,"1,139","1,315",1048
2010,Rexdale-Kipling,961,762,825,947,"1,096",1048
2010,Richmond Hill/Vaughan/King,1071,829,971,"1,144","1,405",1048
2010,Riverdale,976,691,941,"1,179",**,1048
2010,Rockcliffe-Smythe,918,687,811,936,**,1048
2010,Roncesvalles,**,**,815,**,"1,279",1048
2010,Rosedale,1323,**,"1,160","1,574",**,1048
2010,Rouge (West),1001,**,**,"1,011","1,122",1048
2010,Rustic/Pelmo Park/Humberlea,923,**,846,961,"1,135",1048
2010,Scarborough Village,923,**,819,924,"1,061",1048
2010,Seaton Village,**,**,**,**,**,1048
2010,South Parkdale/King West,866,671,849,"1,081","1,294",1048
2010,St. Andrew-Windfields,1208,731,990,"1,189","1,505",1048
2010,Stonegate-Queensway,907,700,831,966,"1,213",1048
2010,Tam O'Shanter-Sullivan,1027,790,922,"1,052","1,268",1048
2010,The Beaches,999,783,954,"1,227",**,1048
2010,Thorncliffe Park,1169,884,991,"1,243","1,661",1048
2010,University/Annex,1316,885,"1,265","1,615",**,1048
2010,Uxbridge,990,**,866,"1,084",**,1048
2010,Victoria Village,941,669,832,"1,004","1,266",1048
2010,Waterfront Communities-The Island,1970,**,"1,499","2,326",**,1048
2010,West Hill,915,**,811,919,"1,033",1048
2010,West Humber-Clairville,1041,821,925,"1,065","1,172",1048
2010,Westminster-Branson,1125,734,964,"1,153","1,319",1048
2010,Weston,855,639,825,980,**,1048
2010,Wexford-Maryvale,893,724,827,953,"1,062",1048
2010,Whitchurch/Stouffville,934,**,907,950,**,1048
2010,Willowdale East/Newtonbrook East,1564,**,"1,103","1,600","2,099",1048
2010,Willowdale West/Newtonbrook West,1087,860,979,"1,111","1,440",1048
2010,Willowridge-Martingrove-Richview,1275,**,988,"1,295","1,500",1048
2010,Woburn,944,721,855,957,"1,080",1048
2010,Woodbine Corridor/Greenwood-Coxwell,798,617,827,954,**,1048
2010,Woodbine-Lumsden,945,**,841,**,**,1048
2010,Wychwood,928,740,922,"1,051",**,1048
2010,Yonge-Eglinton,1126,915,"1,099","1,440",**,1048
2010,Yonge-St.Clair,1226,890,"1,099","1,495","2,379",1048
2010,Yorkdale-Glen Park,985,**,911,"1,044",**,1048
2010,Toronto,1048,777,949,"1,123","1,329",1048
