,APPLICATION_TYPE,Year,STATUS,ADDRESS,Postcode,_id,Neighbourhood
1281,CD,2019,Under Review ,200 DUNDAS ST,M5A,116664,Harbourfront
1282,CD,2019,Under Review ,200 DUNDAS ST,M5A,116664,Regent Park
1283,CD,2019,Under Review ,26 RICHARDSON ST,M5A,164069,Harbourfront
1284,CD,2019,Under Review ,26 RICHARDSON ST,M5A,164069,Regent Park
1285,CD,2019,Under Review ,325 GERRARD ST,M5A,167319,Harbourfront
1286,CD,2019,Under Review ,325 GERRARD ST,M5A,167319,Regent Park
1287,CD,2019,Under Review ,143 LAKE SHORE BLVD,M5A,130305,Harbourfront
1288,CD,2019,Under Review ,143 LAKE SHORE BLVD,M5A,130305,Regent Park
1289,CD,2019,Under Review ,143 LAKE SHORE BLVD,M5A,130304,Harbourfront
1290,CD,2019,Under Review ,143 LAKE SHORE BLVD,M5A,130304,Regent Park
1291,CD,2011,Closed,2761 MARKHAM RD,M1X,166952,Upper Rouge
1292,CD,2016,Final Approval Completed,3615 MCNICOLL AVE,M1X,155893,Upper Rouge
1293,CD,2019,Under Review ,3615 MCNICOLL AVE,M1X,155895,Upper Rouge
1294,CD,2011,Closed,200 ANNETTE ST,M6P,121132,High Park
1295,CD,2011,Closed,200 ANNETTE ST,M6P,121132,The Junction South
1296,CD,2012,Closed,1638 BLOOR ST,M6P,172153,High Park
1297,CD,2012,Closed,1638 BLOOR ST,M6P,172153,The Junction South
1298,CD,2014,Closed,243 PERTH AVE,M6P,123665,High Park
1299,CD,2014,Closed,243 PERTH AVE,M6P,123665,The Junction South
1300,CD,2015,Closed,2803 DUNDAS ST,M6P,122523,High Park
1301,CD,2015,Closed,2803 DUNDAS ST,M6P,122523,The Junction South
1302,CD,2015,Closed,1844 BLOOR ST,M6P,123251,High Park
1303,CD,2015,Closed,1844 BLOOR ST,M6P,123251,The Junction South
1304,CD,2016,Draft Plan Approved,26 PARKVIEW GDNS,M6P,123321,High Park
1305,CD,2016,Draft Plan Approved,26 PARKVIEW GDNS,M6P,123321,The Junction South
1306,CD,2016,Draft Plan Approved,1990 BLOOR ST,M6P,115947,High Park
1307,CD,2016,Draft Plan Approved,1990 BLOOR ST,M6P,115947,The Junction South
1308,CD,2019,Under Review ,3260 DUNDAS ST,M6P,174204,High Park
1309,CD,2019,Under Review ,3260 DUNDAS ST,M6P,174204,The Junction South
1310,CD,2019,Under Review ,26 ERNEST AVE,M6P,124175,High Park
1311,CD,2019,Under Review ,26 ERNEST AVE,M6P,124175,The Junction South
1312,CD,2019,Under Review ,26 ERNEST AVE,M6P,124173,High Park
1313,CD,2019,Under Review ,26 ERNEST AVE,M6P,124173,The Junction South
1314,CD,2019,Under Review ,3258 DUNDAS ST,M6P,122879,High Park
1315,CD,2019,Under Review ,3258 DUNDAS ST,M6P,122879,The Junction South
1316,CD,2011,Closed,840 COXWELL AVE,M4C,171115,Woodbine Heights
1317,CD,2014,Closed,2055 DANFORTH AVE,M4C,134421,Woodbine Heights
1318,CD,2014,Closed,2057 DANFORTH AVE,M4C,134424,Woodbine Heights
1319,CD,2018,Draft Plan Approved,14 TRENT AVE,M4C,133566,Woodbine Heights
1320,CD,2019,Under Review ,2301 DANFORTH AVE,M4C,135950,Woodbine Heights
1321,CD,2019,Under Review ,2315 DANFORTH AVE,M4C,135556,Woodbine Heights
1322,CD,2019,Under Review ,2301 DANFORTH AVE,M4C,159923,Woodbine Heights
1323,CD,2019,Under Review ,2309 DANFORTH AVE,M4C,117941,Woodbine Heights
1324,CD,2019,Under Review ,2301 DANFORTH AVE,M4C,117935,Woodbine Heights
1325,CD,2011,Closed,3360 KINGSTON RD,M1M,120578,Cliffcrest
1326,CD,2011,Closed,3360 KINGSTON RD,M1M,120578,Cliffside
1327,CD,2011,Closed,3360 KINGSTON RD,M1M,120578,Scarborough Village West
1328,CD,2011,Closed,3360 KINGSTON RD,M1M,157365,Cliffcrest
1329,CD,2011,Closed,3360 KINGSTON RD,M1M,157365,Cliffside
1330,CD,2011,Closed,3360 KINGSTON RD,M1M,157365,Scarborough Village West
1331,CD,2016,Closed,3765 ST CLAIR AVE,M1M,121833,Cliffcrest
1332,CD,2016,Closed,3765 ST CLAIR AVE,M1M,121833,Cliffside
1333,CD,2016,Closed,3765 ST CLAIR AVE,M1M,121833,Scarborough Village West
1334,CD,2018,Under Review ,2815 KINGSTON RD,M1M,121837,Cliffcrest
1335,CD,2018,Under Review ,2815 KINGSTON RD,M1M,121837,Cliffside
1336,CD,2018,Under Review ,2815 KINGSTON RD,M1M,121837,Scarborough Village West
1337,CD,2011,Closed,200-214 DOLOMITE DR,M3J,144028,Northwood Park
1338,CD,2011,Closed,200-214 DOLOMITE DR,M3J,144028,York University
1339,CD,2018,Under Review ,35 TANGIERS RD,M3J,144321,Northwood Park
1340,CD,2018,Under Review ,35 TANGIERS RD,M3J,144321,York University
1341,CD,2011,Closed,184 ST CLAIR AVE,M4T,134464,Moore Park
1342,CD,2011,Closed,184 ST CLAIR AVE,M4T,134464,Summerhill East
1343,CD,2013,Closed,1815 YONGE ST,M4T,136485,Moore Park
1344,CD,2013,Closed,1815 YONGE ST,M4T,136485,Summerhill East
1345,CD,2013,Closed,21 SHAFTESBURY AVE,M4T,166389,Moore Park
1346,CD,2013,Closed,21 SHAFTESBURY AVE,M4T,166389,Summerhill East
1347,CD,2017,Closed,126 HUDSON DR,M4T,136337,Moore Park
1348,CD,2017,Closed,126 HUDSON DR,M4T,136337,Summerhill East
1349,CD,2017,Closed,1133 YONGE ST,M4T,134223,Moore Park
1350,CD,2017,Closed,1133 YONGE ST,M4T,134223,Summerhill East
1351,CD,2017,Closed,104 ROSEDALE HEIGHTS DR,M4T,135717,Moore Park
1352,CD,2017,Closed,104 ROSEDALE HEIGHTS DR,M4T,135717,Summerhill East
1353,CD,2019,Under Review ,1331 YONGE ST,M4T,135414,Moore Park
1354,CD,2019,Under Review ,1331 YONGE ST,M4T,135414,Summerhill East
1355,CD,2011,Closed,555 MORTIMER AVE,M4J,140171,East Toronto
1356,CD,2014,Closed,280 DONLANDS AVE,M4J,174222,East Toronto
1357,CD,2012,Closed,6 EVA RD,M9C,159077,Bloordale Gardens
1358,CD,2012,Closed,6 EVA RD,M9C,159077,Eringate
1359,CD,2012,Closed,6 EVA RD,M9C,159077,Markland Wood
1360,CD,2012,Closed,6 EVA RD,M9C,159077,Old Burnhamthorpe
1361,CD,2012,Closed,2 EVA RD,M9C,170648,Bloordale Gardens
1362,CD,2012,Closed,2 EVA RD,M9C,170648,Eringate
1363,CD,2012,Closed,2 EVA RD,M9C,170648,Markland Wood
1364,CD,2012,Closed,2 EVA RD,M9C,170648,Old Burnhamthorpe
1365,CD,2012,Closed,6 EVA RD,M9C,163614,Bloordale Gardens
1366,CD,2012,Closed,6 EVA RD,M9C,163614,Eringate
1367,CD,2012,Closed,6 EVA RD,M9C,163614,Markland Wood
1368,CD,2012,Closed,6 EVA RD,M9C,163614,Old Burnhamthorpe
1369,CD,2012,Closed,2 EVA RD,M9C,163612,Bloordale Gardens
1370,CD,2012,Closed,2 EVA RD,M9C,163612,Eringate
1371,CD,2012,Closed,2 EVA RD,M9C,163612,Markland Wood
1372,CD,2012,Closed,2 EVA RD,M9C,163612,Old Burnhamthorpe
1373,CD,2012,Closed,06-Feb EVA RD,M9C,156754,Bloordale Gardens
1374,CD,2012,Closed,06-Feb EVA RD,M9C,156754,Eringate
1375,CD,2012,Closed,06-Feb EVA RD,M9C,156754,Markland Wood
1376,CD,2012,Closed,06-Feb EVA RD,M9C,156754,Old Burnhamthorpe
1377,CD,2012,Closed,06-Feb EVA RD,M9C,156753,Bloordale Gardens
1378,CD,2012,Closed,06-Feb EVA RD,M9C,156753,Eringate
1379,CD,2012,Closed,06-Feb EVA RD,M9C,156753,Markland Wood
1380,CD,2012,Closed,06-Feb EVA RD,M9C,156753,Old Burnhamthorpe
1381,CD,2016,Closed,2 HOLIDAY DR,M9C,163291,Bloordale Gardens
1382,CD,2016,Closed,2 HOLIDAY DR,M9C,163291,Eringate
1383,CD,2016,Closed,2 HOLIDAY DR,M9C,163291,Markland Wood
1384,CD,2016,Closed,2 HOLIDAY DR,M9C,163291,Old Burnhamthorpe
1385,CD,2012,Closed,525 WILSON AVE,M3H,144521,Bathurst Manor
1386,CD,2012,Closed,525 WILSON AVE,M3H,144521,Downsview North
1387,CD,2012,Closed,525 WILSON AVE,M3H,144521,Wilson Heights
1388,CD,2012,Closed,701 SHEPPARD AVE,M3H,143952,Bathurst Manor
1389,CD,2012,Closed,701 SHEPPARD AVE,M3H,143952,Downsview North
1390,CD,2012,Closed,701 SHEPPARD AVE,M3H,143952,Wilson Heights
1391,CD,2012,Closed,758 SHEPPARD AVE,M3H,164693,Bathurst Manor
1392,CD,2012,Closed,758 SHEPPARD AVE,M3H,164693,Downsview North
1393,CD,2012,Closed,758 SHEPPARD AVE,M3H,164693,Wilson Heights
1394,CD,2012,Closed,760 SHEPPARD AVE,M3H,146095,Bathurst Manor
1395,CD,2012,Closed,760 SHEPPARD AVE,M3H,146095,Downsview North
1396,CD,2012,Closed,760 SHEPPARD AVE,M3H,146095,Wilson Heights
1397,CD,2012,Closed,764 SHEPPARD AVE,M3H,146098,Bathurst Manor
1398,CD,2012,Closed,764 SHEPPARD AVE,M3H,146098,Downsview North
1399,CD,2012,Closed,764 SHEPPARD AVE,M3H,146098,Wilson Heights
1400,CD,2012,Closed,724 SHEPPARD AVE,M3H,146685,Bathurst Manor
1401,CD,2012,Closed,724 SHEPPARD AVE,M3H,146685,Downsview North
1402,CD,2012,Closed,724 SHEPPARD AVE,M3H,146685,Wilson Heights
1403,CD,2012,Closed,760 SHEPPARD AVE,M3H,155583,Bathurst Manor
1404,CD,2012,Closed,760 SHEPPARD AVE,M3H,155583,Downsview North
1405,CD,2012,Closed,760 SHEPPARD AVE,M3H,155583,Wilson Heights
1406,CD,2012,Closed,758 SHEPPARD AVE,M3H,164646,Bathurst Manor
1407,CD,2012,Closed,758 SHEPPARD AVE,M3H,164646,Downsview North
1408,CD,2012,Closed,758 SHEPPARD AVE,M3H,164646,Wilson Heights
1409,CD,2013,Closed,545 WILSON AVE,M3H,144183,Bathurst Manor
1410,CD,2013,Closed,545 WILSON AVE,M3H,144183,Downsview North
1411,CD,2013,Closed,545 WILSON AVE,M3H,144183,Wilson Heights
1412,CD,2018,Draft Plan Approved,747 SHEPPARD AVE,M3H,145205,Bathurst Manor
1413,CD,2018,Draft Plan Approved,747 SHEPPARD AVE,M3H,145205,Downsview North
1414,CD,2018,Draft Plan Approved,747 SHEPPARD AVE,M3H,145205,Wilson Heights
1415,CD,2012,Closed,4572 KINGSTON RD,M1E,121810,Guildwood
1416,CD,2012,Closed,4572 KINGSTON RD,M1E,121810,Morningside
1417,CD,2012,Closed,4572 KINGSTON RD,M1E,121810,West Hill
1418,CD,2012,Closed,4576 KINGSTON RD,M1E,121806,Guildwood
1419,CD,2012,Closed,4576 KINGSTON RD,M1E,121806,Morningside
1420,CD,2012,Closed,4576 KINGSTON RD,M1E,121806,West Hill
1421,CD,2012,Closed,4691 KINGSTON RD,M1E,121421,Guildwood
1422,CD,2012,Closed,4691 KINGSTON RD,M1E,121421,Morningside
1423,CD,2012,Closed,4691 KINGSTON RD,M1E,121421,West Hill
1424,CD,2016,Closed,280 MANSE RD,M1E,171492,Guildwood
1425,CD,2016,Closed,280 MANSE RD,M1E,171492,Morningside
1426,CD,2016,Closed,280 MANSE RD,M1E,171492,West Hill
1427,CD,2019,Under Review ,4342 LAWRENCE AVE,M1E,166470,Guildwood
1428,CD,2019,Under Review ,4342 LAWRENCE AVE,M1E,166470,Morningside
1429,CD,2019,Under Review ,4342 LAWRENCE AVE,M1E,166470,West Hill
1430,CD,2012,Closed,1183 QUEEN ST,M4M,158824,Studio District
1431,CD,2012,Closed,999 DUNDAS ST,M4M,173479,Studio District
1432,CD,2012,Closed,999 DUNDAS ST,M4M,130671,Studio District
1433,CD,2012,Closed,150 BROADVIEW AVE,M4M,132383,Studio District
1434,CD,2013,Closed,70 BOULTON AVE,M4M,164409,Studio District
1435,CD,2013,Closed,70 BOULTON AVE,M4M,156439,Studio District
1436,CD,2013,Closed,55 HOWIE AVE,M4M,130749,Studio District
1437,CD,2014,Closed,42 CURZON ST,M4M,133005,Studio District
1438,CD,2014,Closed,345 CARLAW AVE,M4M,131982,Studio District
1439,CD,2014,Closed,349 CARLAW AVE,M4M,160500,Studio District
1440,CD,2014,Closed,50 CURZON ST,M4M,170681,Studio District
1441,CD,2015,Closed,1230 DUNDAS ST,M4M,132756,Studio District
1442,CD,2017,Draft Plan Approved,13-17 CUMMINGS ST,M4M,130412,Studio District
1443,CD,2018,Under Review ,175 JONES AVE,M4M,173344,Studio District
1444,CD,2018,Under Review ,169 JONES AVE,M4M,133160,Studio District
1445,CD,2018,Draft Plan Approved,897 QUEEN ST,M4M,131637,Studio District
1446,CD,2018,Draft Plan Approved,875 QUEEN ST,M4M,129959,Studio District
1447,CD,2018,Draft Plan Approved,899 QUEEN ST,M4M,164063,Studio District
1448,CD,2018,Draft Plan Approved,887 QUEEN ST,M4M,130577,Studio District
1449,CD,2019,Under Review ,772 QUEEN ST,M4M,130783,Studio District
1450,CD,2019,Under Review ,79 EAST DON ROADWAY  ,M4M,132306,Studio District
1451,CD,2012,Application Received,783 BATHURST ST,M5S,129872,Harbord
1452,CD,2012,Application Received,783 BATHURST ST,M5S,129872,University of Toronto
1453,CD,2012,Closed,783 BATHURST ST,M5S,129873,Harbord
1454,CD,2012,Closed,783 BATHURST ST,M5S,129873,University of Toronto
1455,CD,2014,Closed,151 ROBERT ST,M5S,130533,Harbord
1456,CD,2014,Closed,151 ROBERT ST,M5S,130533,University of Toronto
1457,CD,2015,Closed,984 BAY ST,M5S,130473,Harbord
1458,CD,2015,Closed,984 BAY ST,M5S,130473,University of Toronto
1459,CD,2015,Closed,990 BAY ST,M5S,130468,Harbord
1460,CD,2015,Closed,990 BAY ST,M5S,130468,University of Toronto
1461,CD,2016,Closed,194 BLOOR ST,M5S,126396,Harbord
1462,CD,2016,Closed,194 BLOOR ST,M5S,126396,University of Toronto
1463,CD,2016,Closed,1 SULTAN ST,M5S,155967,Harbord
1464,CD,2016,Closed,1 SULTAN ST,M5S,155967,University of Toronto
1465,CD,2016,Closed,192 A BLOOR ST,M5S,126393,Harbord
1466,CD,2016,Closed,192 A BLOOR ST,M5S,126393,University of Toronto
1467,CD,2016,Closed,192 BLOOR ST,M5S,126312,Harbord
1468,CD,2016,Closed,192 BLOOR ST,M5S,126312,University of Toronto
1469,CD,2016,Closed,200 BLOOR ST,M5S,128221,Harbord
1470,CD,2016,Closed,200 BLOOR ST,M5S,128221,University of Toronto
1471,CD,2016,Closed,5 SULTAN ST,M5S,132101,Harbord
1472,CD,2016,Closed,5 SULTAN ST,M5S,132101,University of Toronto
1473,CD,2016,Closed,3 SULTAN ST,M5S,170895,Harbord
1474,CD,2016,Closed,3 SULTAN ST,M5S,170895,University of Toronto
1475,CD,2016,Closed,11 ST THOMAS ST,M5S,130840,Harbord
1476,CD,2016,Closed,11 ST THOMAS ST,M5S,130840,University of Toronto
1477,CD,2016,Closed,7 SULTAN ST,M5S,130850,Harbord
1478,CD,2016,Closed,7 SULTAN ST,M5S,130850,University of Toronto
1479,CD,2016,Closed,9 SULTAN ST,M5S,130845,Harbord
1480,CD,2016,Closed,9 SULTAN ST,M5S,130845,University of Toronto
1481,CD,2016,Closed,188 LIPPINCOTT ST,M5S,131282,Harbord
1482,CD,2016,Closed,188 LIPPINCOTT ST,M5S,131282,University of Toronto
1483,CD,2018,Draft Plan Approved,955 BAY ST,M5S,167663,Harbord
1484,CD,2018,Draft Plan Approved,955 BAY ST,M5S,167663,University of Toronto
1485,CD,2012,Draft Plan Approved,175 MADISON AVE,M5R,170584,The Annex
1486,CD,2012,Draft Plan Approved,175 MADISON AVE,M5R,170584,North Midtown
1487,CD,2012,Draft Plan Approved,175 MADISON AVE,M5R,170584,Yorkville
1488,CD,2012,Draft Plan Approved,126 A SPADINA RD,M5R,127200,The Annex
1489,CD,2012,Draft Plan Approved,126 A SPADINA RD,M5R,127200,North Midtown
1490,CD,2012,Draft Plan Approved,126 A SPADINA RD,M5R,127200,Yorkville
1491,CD,2013,Closed,7:00 AM AUSTIN TER,M5R,155373,The Annex
1492,CD,2013,Closed,7:00 AM AUSTIN TER,M5R,155373,North Midtown
1493,CD,2013,Closed,7:00 AM AUSTIN TER,M5R,155373,Yorkville
1494,CD,2013,Closed,7 C AUSTIN TER,M5R,155370,The Annex
1495,CD,2013,Closed,7 C AUSTIN TER,M5R,155370,North Midtown
1496,CD,2013,Closed,7 C AUSTIN TER,M5R,155370,Yorkville
1497,CD,2013,Closed,7 B AUSTIN TER,M5R,155292,The Annex
1498,CD,2013,Closed,7 B AUSTIN TER,M5R,155292,North Midtown
1499,CD,2013,Closed,7 B AUSTIN TER,M5R,155292,Yorkville
1500,CD,2013,Closed,1 LYNDHURST CRT,M5R,160078,The Annex
1501,CD,2013,Closed,1 LYNDHURST CRT,M5R,160078,North Midtown
1502,CD,2013,Closed,1 LYNDHURST CRT,M5R,160078,Yorkville
1503,CD,2013,Closed,7 AUSTIN TER,M5R,126203,The Annex
1504,CD,2013,Closed,7 AUSTIN TER,M5R,126203,North Midtown
1505,CD,2013,Closed,7 AUSTIN TER,M5R,126203,Yorkville
1506,CD,2013,Closed,1 C LYNDHURST CRT,M5R,166340,The Annex
1507,CD,2013,Closed,1 C LYNDHURST CRT,M5R,166340,North Midtown
1508,CD,2013,Closed,1 C LYNDHURST CRT,M5R,166340,Yorkville
1509,CD,2013,Closed,1 B LYNDHURST CRT,M5R,166337,The Annex
1510,CD,2013,Closed,1 B LYNDHURST CRT,M5R,166337,North Midtown
1511,CD,2013,Closed,1 B LYNDHURST CRT,M5R,166337,Yorkville
1512,CD,2013,Closed,1:00 AM LYNDHURST CRT,M5R,166145,The Annex
1513,CD,2013,Closed,1:00 AM LYNDHURST CRT,M5R,166145,North Midtown
1514,CD,2013,Closed,1:00 AM LYNDHURST CRT,M5R,166145,Yorkville
1515,CD,2014,Closed,32 DAVENPORT RD,M5R,173380,The Annex
1516,CD,2014,Closed,32 DAVENPORT RD,M5R,173380,North Midtown
1517,CD,2014,Closed,32 DAVENPORT RD,M5R,173380,Yorkville
1518,CD,2014,Closed,21 AVENUE RD,M5R,161191,The Annex
1519,CD,2014,Closed,21 AVENUE RD,M5R,161191,North Midtown
1520,CD,2014,Closed,21 AVENUE RD,M5R,161191,Yorkville
1521,CD,2014,Closed,32 DAVENPORT RD,M5R,166236,The Annex
1522,CD,2014,Closed,32 DAVENPORT RD,M5R,166236,North Midtown
1523,CD,2014,Closed,32 DAVENPORT RD,M5R,166236,Yorkville
1524,CD,2014,Closed,131 HAZELTON AVE,M5R,128500,The Annex
1525,CD,2014,Closed,131 HAZELTON AVE,M5R,128500,North Midtown
1526,CD,2014,Closed,131 HAZELTON AVE,M5R,128500,Yorkville
1527,CD,2014,Closed,133 HAZELTON AVE,M5R,170802,The Annex
1528,CD,2014,Closed,133 HAZELTON AVE,M5R,170802,North Midtown
1529,CD,2014,Closed,133 HAZELTON AVE,M5R,170802,Yorkville
1530,CD,2015,Closed,34 HAZELTON AVE,M5R,164419,The Annex
1531,CD,2015,Closed,34 HAZELTON AVE,M5R,164419,North Midtown
1532,CD,2015,Closed,34 HAZELTON AVE,M5R,164419,Yorkville
1533,CD,2015,Closed,36 HAZELTON AVE,M5R,155859,The Annex
1534,CD,2015,Closed,36 HAZELTON AVE,M5R,155859,North Midtown
1535,CD,2015,Closed,36 HAZELTON AVE,M5R,155859,Yorkville
1536,CD,2015,Closed,38 HAZELTON AVE,M5R,171815,The Annex
1537,CD,2015,Closed,38 HAZELTON AVE,M5R,171815,North Midtown
1538,CD,2015,Closed,38 HAZELTON AVE,M5R,171815,Yorkville
1539,CD,2015,Closed,185 DAVENPORT RD,M5R,170790,The Annex
1540,CD,2015,Closed,185 DAVENPORT RD,M5R,170790,North Midtown
1541,CD,2015,Closed,185 DAVENPORT RD,M5R,170790,Yorkville
1542,CD,2015,Closed,185 DAVENPORT RD,M5R,172864,The Annex
1543,CD,2015,Closed,185 DAVENPORT RD,M5R,172864,North Midtown
1544,CD,2015,Closed,185 DAVENPORT RD,M5R,172864,Yorkville
1545,CD,2015,Closed,147 DAVENPORT RD,M5R,128570,The Annex
1546,CD,2015,Closed,147 DAVENPORT RD,M5R,128570,North Midtown
1547,CD,2015,Closed,147 DAVENPORT RD,M5R,128570,Yorkville
1548,CD,2015,Closed,185 DAVENPORT RD,M5R,116369,The Annex
1549,CD,2015,Closed,185 DAVENPORT RD,M5R,116369,North Midtown
1550,CD,2015,Closed,185 DAVENPORT RD,M5R,116369,Yorkville
1551,CD,2015,Closed,185 DAVENPORT RD,M5R,116366,The Annex
1552,CD,2015,Closed,185 DAVENPORT RD,M5R,116366,North Midtown
1553,CD,2015,Closed,185 DAVENPORT RD,M5R,116366,Yorkville
1554,CD,2015,Closed,185 DAVENPORT RD,M5R,116372,The Annex
1555,CD,2015,Closed,185 DAVENPORT RD,M5R,116372,North Midtown
1556,CD,2015,Closed,185 DAVENPORT RD,M5R,116372,Yorkville
1557,CD,2015,Closed,185 DAVENPORT RD,M5R,116480,The Annex
1558,CD,2015,Closed,185 DAVENPORT RD,M5R,116480,North Midtown
1559,CD,2015,Closed,185 DAVENPORT RD,M5R,116480,Yorkville
1560,CD,2016,Closed,277 DAVENPORT RD,M5R,126284,The Annex
1561,CD,2016,Closed,277 DAVENPORT RD,M5R,126284,North Midtown
1562,CD,2016,Closed,277 DAVENPORT RD,M5R,126284,Yorkville
1563,CD,2017,Closed,501 ST CLAIR AVE,M5R,164152,The Annex
1564,CD,2017,Closed,501 ST CLAIR AVE,M5R,164152,North Midtown
1565,CD,2017,Closed,501 ST CLAIR AVE,M5R,164152,Yorkville
1566,CD,2017,Closed,135 YORKVILLE AVE,M5R,173275,The Annex
1567,CD,2017,Closed,135 YORKVILLE AVE,M5R,173275,North Midtown
1568,CD,2017,Closed,135 YORKVILLE AVE,M5R,173275,Yorkville
1569,CD,2017,Closed,1443 BATHURST ST,M5R,126133,The Annex
1570,CD,2017,Closed,1443 BATHURST ST,M5R,126133,North Midtown
1571,CD,2017,Closed,1443 BATHURST ST,M5R,126133,Yorkville
1572,CD,2017,Closed,1451 BATHURST ST,M5R,172210,The Annex
1573,CD,2017,Closed,1451 BATHURST ST,M5R,172210,North Midtown
1574,CD,2017,Closed,1451 BATHURST ST,M5R,172210,Yorkville
1575,CD,2017,Closed,1445 BATHURST ST,M5R,171817,The Annex
1576,CD,2017,Closed,1445 BATHURST ST,M5R,171817,North Midtown
1577,CD,2017,Closed,1445 BATHURST ST,M5R,171817,Yorkville
1578,CD,2017,Closed,21 AVENUE RD,M5R,155658,The Annex
1579,CD,2017,Closed,21 AVENUE RD,M5R,155658,North Midtown
1580,CD,2017,Closed,21 AVENUE RD,M5R,155658,Yorkville
1581,CD,2018,Draft Plan Approved,128 PEARS AVE,M5R,128609,The Annex
1582,CD,2018,Draft Plan Approved,128 PEARS AVE,M5R,128609,North Midtown
1583,CD,2018,Draft Plan Approved,128 PEARS AVE,M5R,128609,Yorkville
1584,CD,2018,Under Review ,94 CUMBERLAND ST,M5R,126304,The Annex
1585,CD,2018,Under Review ,94 CUMBERLAND ST,M5R,126304,North Midtown
1586,CD,2018,Under Review ,94 CUMBERLAND ST,M5R,126304,Yorkville
1587,CD,2019,Under Review ,78 LOWTHER AVE,M5R,172842,The Annex
1588,CD,2019,Under Review ,78 LOWTHER AVE,M5R,172842,North Midtown
1589,CD,2019,Under Review ,78 LOWTHER AVE,M5R,172842,Yorkville
1590,CD,2019,Under Review ,135 YORKVILLE AVE,M5R,173277,The Annex
1591,CD,2019,Under Review ,135 YORKVILLE AVE,M5R,173277,North Midtown
1592,CD,2019,Under Review ,135 YORKVILLE AVE,M5R,173277,Yorkville
1593,CD,2019,Under Review ,21 AVENUE RD,M5R,155659,The Annex
1594,CD,2019,Under Review ,21 AVENUE RD,M5R,155659,North Midtown
1595,CD,2019,Under Review ,21 AVENUE RD,M5R,155659,Yorkville
1596,CD,2019,Under Review ,21 AVENUE RD,M5R,155661,The Annex
1597,CD,2019,Under Review ,21 AVENUE RD,M5R,155661,North Midtown
1598,CD,2019,Under Review ,21 AVENUE RD,M5R,155661,Yorkville
1599,CD,2019,Under Review ,21 AVENUE RD,M5R,155662,The Annex
1600,CD,2019,Under Review ,21 AVENUE RD,M5R,155662,North Midtown
1601,CD,2019,Under Review ,21 AVENUE RD,M5R,155662,Yorkville
1602,CD,2012,Draft Plan Approved,1 VALHALLA INN RD,M9B,163128,Cloverdale
1603,CD,2012,Draft Plan Approved,1 VALHALLA INN RD,M9B,163128,Islington
1604,CD,2012,Draft Plan Approved,1 VALHALLA INN RD,M9B,163128,Martin Grove
1605,CD,2012,Draft Plan Approved,1 VALHALLA INN RD,M9B,163128,Princess Gardens
1606,CD,2012,Draft Plan Approved,1 VALHALLA INN RD,M9B,163128,West Deane Park
1607,CD,2012,Closed,1 VALHALLA INN RD,M9B,162878,Cloverdale
1608,CD,2012,Closed,1 VALHALLA INN RD,M9B,162878,Islington
1609,CD,2012,Closed,1 VALHALLA INN RD,M9B,162878,Martin Grove
1610,CD,2012,Closed,1 VALHALLA INN RD,M9B,162878,Princess Gardens
1611,CD,2012,Closed,1 VALHALLA INN RD,M9B,162878,West Deane Park
1612,CD,2014,Closed,3879 BLOOR ST,M9B,162479,Cloverdale
1613,CD,2014,Closed,3879 BLOOR ST,M9B,162479,Islington
1614,CD,2014,Closed,3879 BLOOR ST,M9B,162479,Martin Grove
1615,CD,2014,Closed,3879 BLOOR ST,M9B,162479,Princess Gardens
1616,CD,2014,Closed,3879 BLOOR ST,M9B,162479,West Deane Park
1617,CD,2018,Closed,5365 DUNDAS ST,M9B,162606,Cloverdale
1618,CD,2018,Closed,5365 DUNDAS ST,M9B,162606,Islington
1619,CD,2018,Closed,5365 DUNDAS ST,M9B,162606,Martin Grove
1620,CD,2018,Closed,5365 DUNDAS ST,M9B,162606,Princess Gardens
1621,CD,2018,Closed,5365 DUNDAS ST,M9B,162606,West Deane Park
1622,CD,2012,Closed,37 KING ST,M5C,173571,St. James Town
1623,CD,2012,Closed,22 LEADER LANE,M5C,156503,St. James Town
1624,CD,2012,Closed,90 CALEDONIA PARK RD,M6H,125921,Dovercourt Village
1625,CD,2012,Closed,90 CALEDONIA PARK RD,M6H,125921,Dufferin
1626,CD,2012,Closed,980 LANSDOWNE AVE,M6H,116508,Dovercourt Village
1627,CD,2012,Closed,980 LANSDOWNE AVE,M6H,116508,Dufferin
1628,CD,2013,Closed,707 DOVERCOURT RD,M6H,127634,Dovercourt Village
1629,CD,2013,Closed,707 DOVERCOURT RD,M6H,127634,Dufferin
1630,CD,2013,Closed,709 DOVERCOURT RD,M6H,127637,Dovercourt Village
1631,CD,2013,Closed,709 DOVERCOURT RD,M6H,127637,Dufferin
1632,CD,2013,Closed,711 DOVERCOURT RD,M6H,126504,Dovercourt Village
1633,CD,2013,Closed,711 DOVERCOURT RD,M6H,126504,Dufferin
1634,CD,2013,Closed,715 DOVERCOURT RD,M6H,126507,Dovercourt Village
1635,CD,2013,Closed,715 DOVERCOURT RD,M6H,126507,Dufferin
1636,CD,2013,Closed,717 DOVERCOURT RD,M6H,126509,Dovercourt Village
1637,CD,2013,Closed,717 DOVERCOURT RD,M6H,126509,Dufferin
1638,CD,2014,Closed,940 LANSDOWNE AVE,M6H,160223,Dovercourt Village
1639,CD,2014,Closed,940 LANSDOWNE AVE,M6H,160223,Dufferin
